%  columns="iteration, evaluation, void, void, void, xmean" (startseed=209736, 2015/04/25 14:9:30.36)
0 1 0 0 0 1.545374e-01 4.811427e+00 5.206967e+00 4.796847e+00 2.091695e-01 4.040030e+00 4.903036e+00 9.957296e-02 1.098612e+00 6.931472e-01 
2 21 0 0 0 4.149740e-01 4.927091e+00 5.529965e+00 4.267664e+00 -3.177610e-02 5.355780e+00 4.932363e+00 -5.575079e-01 1.845325e+00 5.695108e-01 
3 31 0 0 0 9.030818e-01 5.657519e+00 6.245987e+00 5.727323e+00 4.813214e-01 4.429522e+00 6.167045e+00 1.588655e+00 1.650659e+00 -2.957056e-01 
1 11 0 0 0 1.054064e-01 4.865098e+00 4.600334e+00 5.063099e+00 6.661066e-01 4.166502e+00 4.614367e+00 5.222846e-01 1.507971e+00 5.580128e-01 
2 21 0 0 0 1.044092e+00 5.100054e+00 5.214284e+00 5.562144e+00 3.436432e-01 4.716097e+00 6.417896e+00 8.584508e-01 1.939021e+00 -1.349429e-01 
3 31 0 0 0 6.466509e-01 5.542757e+00 6.163388e+00 5.074451e+00 -2.105130e-02 5.269079e+00 4.853917e+00 -6.965545e-01 1.334778e+00 1.301760e+00 
2 21 0 0 0 -5.459595e-01 4.784789e+00 4.807569e+00 5.203225e+00 1.374383e-01 4.187860e+00 4.446791e+00 5.180499e-01 2.144377e+00 1.894906e+00 
4 41 0 0 0 9.442627e-01 5.812148e+00 6.311567e+00 6.053910e+00 6.951425e-01 4.881096e+00 5.924046e+00 2.116219e+00 1.614738e+00 -2.715815e-01 
4 41 0 0 0 6.573139e-01 5.658340e+00 6.129812e+00 5.459569e+00 3.486679e-01 5.768289e+00 5.087071e+00 -8.453957e-01 1.392702e+00 6.475704e-01 
3 31 0 0 0 1.439551e+00 5.081573e+00 5.770315e+00 4.421960e+00 1.147974e-01 4.883515e+00 6.476536e+00 3.100193e-01 1.746202e+00 2.330108e-03 
3 31 0 0 0 -4.371670e-01 5.047548e+00 4.037951e+00 5.562982e+00 9.676553e-01 4.078703e+00 5.270596e+00 5.715909e-01 1.821639e+00 1.450014e+00 
