%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=209736, 2015/04/25 14:9:30.36)
14 141 4.311789e-01 1.336632e+00  1.969024713730809708e+02  1.969024713730809708e+02  2.064856223600690157e+02  2.283030291002669401e+02
17 171 6.291425e-01 1.502434e+00  2.034735678463533759e+02  2.107774070943086144e+02  2.246839897419501142e+02  2.715429290875109700e+02
18 181 3.942191e-01 1.537988e+00  2.026266512831618343e+02  2.035130074291483879e+02  2.129073050355937653e+02  2.386338902612687320e+02
18 181 5.654645e-01 1.517132e+00  1.998637575274629796e+02  1.998637575274629796e+02  2.186331553479140837e+02  2.817379119288897300e+02
15 151 4.061429e-01 1.349718e+00  1.969024713730809708e+02  1.988644346837699004e+02  2.035352046990586530e+02  2.449580352032541271e+02
15 151 7.523912e-01 1.805899e+00  1.980755237041108501e+02  2.081649694914118527e+02  2.214653751512453255e+02  2.611277153117059697e+02
19 191 5.567991e-01 1.645189e+00  1.998637575274629796e+02  2.079326701280289171e+02  2.191284881885848677e+02  3.868040210264233565e+02
19 191 3.922544e-01 1.541697e+00  2.026266512831618343e+02  2.059611929441627467e+02  2.121478117916981887e+02  2.370117161487008843e+02
16 161 4.081316e-01 1.401487e+00  1.969024713730809708e+02  1.985566265690792704e+02  2.034858392413203205e+02  2.312386812208475249e+02
16 161 7.073586e-01 1.816269e+00  1.980755237041108501e+02  2.110926302768478990e+02  2.204460932322818962e+02  3.021342850193872778e+02
20 201 5.353204e-01 1.655544e+00  1.998565216658823260e+02  1.998565216658823260e+02  2.162280379314572087e+02  2.422971658730435820e+02
17 171 4.159050e-01 1.464698e+00  1.969024713730809708e+02  1.970818394013825525e+02  2.095601951863848171e+02  2.381477712302627765e+02
20 201 3.975580e-01 1.547320e+00  2.026266512831618343e+02  2.056384878909169629e+02  2.138700905750577590e+02  2.271009608878476058e+02
17 171 6.224717e-01 1.824904e+00  1.980755237041108501e+02  1.996811756149298276e+02  2.212447577132573429e+02  2.819095125490026703e+02
18 181 4.022771e-01 1.502127e+00  1.969024713730809708e+02  1.972949868338818646e+02  2.049348215059226561e+02  2.155577881948053118e+02
18 181 5.863481e-01 1.827377e+00  1.980755237041108501e+02  2.018355676318445262e+02  2.135763936540034535e+02  2.477895651479831542e+02
19 191 3.655484e-01 1.516001e+00  1.969024713730809708e+02  2.011092806628760741e+02  2.050621728637674437e+02  2.217648044631797006e+02
19 191 5.617255e-01 1.869487e+00  1.980755237041108501e+02  2.019629663493406042e+02  2.173343328734595161e+02  2.325284833199535228e+02
20 201 3.320354e-01 1.525421e+00  1.969024713730809708e+02  1.976371347744345144e+02  2.021962725999326267e+02  2.254837841257569551e+02
20 201 5.858973e-01 1.876694e+00  1.980755237041108501e+02  2.046716603948861462e+02  2.150370303404076253e+02  3.772839104995156845e+02
