%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=209736, 2015/04/25 14:9:30.36)
2 21 8.557441e-01 0 0 8.372107e-01 8.333420e-01 8.421047e-01 8.567358e-01 8.408670e-01 8.611864e-01 8.392845e-01 8.414641e-01 8.400608e-01 8.395787e-01 
3 31 8.676530e-01 0 0 8.686540e-01 8.493345e-01 8.521997e-01 8.701198e-01 8.524309e-01 8.337107e-01 8.852548e-01 8.691327e-01 8.339580e-01 8.573580e-01 
1 11 8.746073e-01 0 0 8.618355e-01 8.598964e-01 8.677160e-01 8.608719e-01 8.669879e-01 8.733219e-01 8.627810e-01 8.736203e-01 8.624193e-01 8.617524e-01 
2 21 9.445208e-01 0 0 9.327333e-01 9.178450e-01 9.454624e-01 9.280313e-01 9.412293e-01 9.393198e-01 9.558178e-01 9.239831e-01 9.270873e-01 9.535079e-01 
3 31 8.217201e-01 0 0 7.998797e-01 8.039885e-01 8.177123e-01 8.272691e-01 8.005810e-01 8.235613e-01 7.963142e-01 8.034773e-01 7.958788e-01 8.043345e-01 
2 21 8.487799e-01 0 0 8.365356e-01 8.262163e-01 8.282366e-01 8.264424e-01 8.401221e-01 8.404585e-01 8.247156e-01 8.339283e-01 8.387297e-01 8.665258e-01 
4 41 8.653850e-01 0 0 8.576502e-01 8.463423e-01 8.432523e-01 8.676029e-01 8.374321e-01 8.274253e-01 8.748801e-01 8.820056e-01 8.187089e-01 8.468236e-01 
4 41 7.886804e-01 0 0 7.557193e-01 7.640305e-01 7.768120e-01 7.973806e-01 7.643983e-01 7.918989e-01 7.581728e-01 7.694794e-01 7.539358e-01 7.728890e-01 
3 31 8.832274e-01 0 0 8.683366e-01 8.459645e-01 8.843941e-01 8.777081e-01 8.655814e-01 8.691516e-01 8.967613e-01 8.542899e-01 8.527752e-01 8.786559e-01 
3 31 8.040564e-01 0 0 7.830847e-01 7.727507e-01 7.967450e-01 7.761400e-01 7.995277e-01 7.839093e-01 8.037414e-01 7.796497e-01 7.849712e-01 8.168113e-01 
5 51 7.837685e-01 0 0 7.424243e-01 7.663518e-01 7.763554e-01 7.835772e-01 7.478515e-01 7.989881e-01 7.516362e-01 7.549066e-01 7.375641e-01 7.659456e-01 
5 51 7.792381e-01 0 0 7.705282e-01 7.539314e-01 7.500346e-01 7.730679e-01 7.552150e-01 7.377984e-01 7.843150e-01 7.948841e-01 7.250271e-01 7.536361e-01 
4 41 8.824729e-01 0 0 8.865714e-01 8.366575e-01 8.801223e-01 8.640202e-01 8.514820e-01 8.552977e-01 9.217909e-01 8.919399e-01 8.421848e-01 8.701927e-01 
4 41 7.440234e-01 0 0 7.195448e-01 7.066230e-01 7.382271e-01 7.181166e-01 7.407545e-01 7.172144e-01 7.356159e-01 7.096807e-01 7.162442e-01 7.516857e-01 
6 61 7.854012e-01 0 0 7.406563e-01 7.780515e-01 7.679019e-01 7.841744e-01 7.423656e-01 8.160272e-01 7.440573e-01 7.531931e-01 7.274115e-01 7.566841e-01 
6 61 7.868448e-01 0 0 7.712918e-01 7.556660e-01 7.448323e-01 8.134100e-01 7.538744e-01 7.456523e-01 7.818475e-01 8.069827e-01 7.192037e-01 7.540362e-01 
7 71 7.653464e-01 0 0 7.257144e-01 7.555525e-01 7.358225e-01 7.548076e-01 7.140966e-01 8.036727e-01 7.283887e-01 7.279764e-01 7.013365e-01 7.356093e-01 
5 51 7.002055e-01 0 0 6.754845e-01 6.577248e-01 7.004074e-01 6.767286e-01 6.877440e-01 6.930988e-01 6.831497e-01 6.590480e-01 6.628583e-01 7.037781e-01 
5 51 9.226359e-01 0 0 9.486478e-01 8.749337e-01 9.269698e-01 9.023679e-01 8.782722e-01 8.841425e-01 9.671569e-01 9.266306e-01 8.676662e-01 9.172153e-01 
8 81 7.176557e-01 0 0 6.737185e-01 7.077984e-01 6.812568e-01 6.995536e-01 6.680474e-01 7.488848e-01 6.808947e-01 6.817082e-01 6.502350e-01 6.820506e-01 
6 61 7.022907e-01 0 0 7.027736e-01 6.512312e-01 6.944302e-01 6.793654e-01 6.849859e-01 7.068718e-01 6.761877e-01 6.730153e-01 6.549331e-01 7.046729e-01 
7 71 7.475335e-01 0 0 7.259515e-01 7.155480e-01 7.090956e-01 7.719808e-01 7.073638e-01 7.011431e-01 7.373939e-01 7.585953e-01 6.747110e-01 7.110505e-01 
6 61 9.271565e-01 0 0 9.841446e-01 8.679019e-01 9.202051e-01 9.028232e-01 8.719995e-01 8.741257e-01 9.641317e-01 9.336280e-01 8.585478e-01 9.176713e-01 
9 91 6.685663e-01 0 0 6.180956e-01 6.614843e-01 6.249203e-01 6.472853e-01 6.153381e-01 6.943818e-01 6.276254e-01 6.274405e-01 5.988338e-01 6.389037e-01 
7 71 7.893616e-01 0 0 7.848556e-01 7.949026e-01 7.708410e-01 7.730186e-01 7.727295e-01 8.307579e-01 7.598357e-01 7.614057e-01 7.353245e-01 7.866069e-01 
7 71 9.118799e-01 0 0 9.716615e-01 8.616621e-01 8.971349e-01 8.790856e-01 8.443133e-01 8.506207e-01 9.462259e-01 9.241913e-01 8.298898e-01 8.897527e-01 
8 81 8.029699e-01 0 0 7.993313e-01 8.094597e-01 7.742286e-01 7.838940e-01 7.830529e-01 8.451594e-01 7.672298e-01 7.727559e-01 7.376413e-01 8.042223e-01 
10 101 6.040121e-01 0 0 5.528564e-01 5.929932e-01 5.618403e-01 5.802877e-01 5.504811e-01 6.206924e-01 5.600314e-01 5.634562e-01 5.327655e-01 5.737321e-01 
8 81 6.604909e-01 0 0 6.363062e-01 6.236906e-01 6.201147e-01 6.996082e-01 6.160480e-01 6.090239e-01 6.427921e-01 6.637572e-01 5.888930e-01 6.205049e-01 
8 81 9.560985e-01 0 0 1.037594e+00 9.422495e-01 9.310487e-01 9.286231e-01 8.774555e-01 8.914704e-01 9.850238e-01 9.675747e-01 8.566756e-01 9.334338e-01 
9 91 8.083502e-01 0 0 7.945293e-01 8.097416e-01 7.867893e-01 8.122409e-01 7.837584e-01 8.415323e-01 7.600193e-01 7.699673e-01 7.306899e-01 8.044813e-01 
